fixture,assumption,stage,step,formula,inputs,value
03_conflicting_mortgages,default,underwriting,scenario[optimistic].holding,monthly x months,monthly=971.56 months=6.0000,5829.36
03_conflicting_mortgages,default,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,16537.50
03_conflicting_mortgages,default,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,37518.75
03_conflicting_mortgages,default,underwriting,scenario[optimistic].equity.gross,V - confirmed,,252500.00
03_conflicting_mortgages,default,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,252500.00
03_conflicting_mortgages,default,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=53550.00,571050.00
04_active_nts_postponements,aggressive,underwriting,mortgage[1].balance,published bid replaces first balance,bid=210000,210000
04_active_nts_postponements,aggressive,underwriting,liabilities.confirmed,sum of confirmed bucket,,218500.00
04_active_nts_postponements,aggressive,underwriting,liabilities.potential,sum of potential bucket,,0.00
04_active_nts_postponements,aggressive,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
04_active_nts_postponements,aggressive,underwriting,value.candidate[comp].weight,base_weight x adjustment,base=1 adj=1.000000,1.000000
04_active_nts_postponements,aggressive,underwriting,value.v_expected,sum(v*w)/sum(w),,350000.00
04_active_nts_postponements,aggressive,underwriting,value.dispersion,"single->0.15 else clamp(wstdev/V,0.04,0.30)",,0.15
04_active_nts_postponements,aggressive,underwriting,value.v_low,V*(1-disp),,297500.00
04_active_nts_postponements,aggressive,underwriting,value.v_high,V*(1+disp),,402500.00
04_active_nts_postponements,aggressive,underwriting,repairs.base,sqft x psf[condition] x regional_index,sqft=1400 condition=heavy,109200.00
04_active_nts_postponements,aggressive,underwriting,holding.months_base,acquisition_months + repair_months + market_days/30,condition=heavy,10.0000
04_active_nts_postponements,aggressive,underwriting,scenario[conservative].holding,monthly x months,monthly=690.73 months=15.0000,10360.95
04_active_nts_postponements,aggressive,underwriting,scenario[conservative].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,11037.50
04_active_nts_postponements,aggressive,underwriting,scenario[conservative].resale,V x resale_pct,resale_pct=0.0725,21568.75
04_active_nts_postponements,aggressive,underwriting,scenario[conservative].equity.gross,V - confirmed,,79000.00
04_active_nts_postponements,aggressive,underwriting,scenario[conservative].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,79000.00
04_active_nts_postponements,aggressive,underwriting,scenario[conservative].arv,V + repairs (recapture 1.0),repairs=131040.00,428540.00
04_active_nts_postponements,aggressive,underwriting,scenario[expected].holding,monthly x months,monthly=727.92 months=10.0000,7279.20
04_active_nts_postponements,aggressive,underwriting,scenario[expected].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,12350.00
04_active_nts_postponements,aggressive,underwriting,scenario[expected].resale,V x resale_pct,resale_pct=0.0725,25375.00
04_active_nts_postponements,aggressive,underwriting,scenario[expected].equity.gross,V - confirmed,,131500.00
04_active_nts_postponements,aggressive,underwriting,scenario[expected].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,131500.00
04_active_nts_postponements,aggressive,underwriting,scenario[expected].arv,V + repairs (recapture 1.0),repairs=109200.00,459200.00
04_active_nts_postponements,aggressive,underwriting,scenario[optimistic].holding,monthly x months,monthly=765.10 months=7.5000,5738.25
04_active_nts_postponements,aggressive,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,13662.50
04_active_nts_postponements,aggressive,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,29181.25
04_active_nts_postponements,aggressive,underwriting,scenario[optimistic].equity.gross,V - confirmed,,184000.00
04_active_nts_postponements,aggressive,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,184000.00
04_active_nts_postponements,aggressive,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=92820.00,495320.00
04_active_nts_postponements,conservative,underwriting,mortgage[1].balance,published bid replaces first balance,bid=210000,210000
04_active_nts_postponements,conservative,underwriting,liabilities.confirmed,sum of confirmed bucket,,218500.00
04_active_nts_postponements,conservative,underwriting,liabilities.potential,sum of potential bucket,,0.00
04_active_nts_postponements,conservative,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
04_active_nts_postponements,conservative,underwriting,value.candidate[comp].weight,base_weight x adjustment,base=1 adj=1.000000,1.000000
04_active_nts_postponements,conservative,underwriting,value.v_expected,sum(v*w)/sum(w),,350000.00
04_active_nts_postponements,conservative,underwriting,value.dispersion,"single->0.15 else clamp(wstdev/V,0.04,0.30)",,0.15
04_active_nts_postponements,conservative,underwriting,value.v_low,V*(1-disp),,297500.00
04_active_nts_postponements,conservative,underwriting,value.v_high,V*(1+disp),,402500.00
04_active_nts_postponements,conservative,underwriting,repairs.base,sqft x psf[condition] x regional_index,sqft=1400 condition=heavy,109200.00
04_active_nts_postponements,conservative,underwriting,holding.months_base,acquisition_months + repair_months + market_days/30,condition=heavy,10.0000
04_active_nts_postponements,conservative,underwriting,scenario[conservative].holding,monthly x months,monthly=690.73 months=15.0000,10360.95
04_active_nts_postponements,conservative,underwriting,scenario[conservative].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,11037.50
04_active_nts_postponements,conservative,underwriting,scenario[conservative].resale,V x resale_pct,resale_pct=0.0725,21568.75
04_active_nts_postponements,conservative,underwriting,scenario[conservative].equity.gross,V - confirmed,,79000.00
04_active_nts_postponements,conservative,underwriting,scenario[conservative].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,79000.00
04_active_nts_postponements,conservative,underwriting,scenario[conservative].arv,V + repairs (recapture 1.0),repairs=174720.00,472220.00
04_active_nts_postponements,conservative,underwriting,scenario[expected].holding,monthly x months,monthly=727.92 months=10.0000,7279.20
04_active_nts_postponements,conservative,underwriting,scenario[expected].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,12350.00
04_active_nts_postponements,conservative,underwriting,scenario[expected].resale,V x resale_pct,resale_pct=0.0725,25375.00
04_active_nts_postponements,conservative,underwriting,scenario[expected].equity.gross,V - confirmed,,131500.00
04_active_nts_postponements,conservative,underwriting,scenario[expected].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,131500.00
04_active_nts_postponements,conservative,underwriting,scenario[expected].arv,V + repairs (recapture 1.0),repairs=109200.00,459200.00
04_active_nts_postponements,conservative,underwriting,scenario[optimistic].holding,monthly x months,monthly=765.10 months=7.5000,5738.25
04_active_nts_postponements,conservative,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,13662.50
04_active_nts_postponements,conservative,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,29181.25
04_active_nts_postponements,conservative,underwriting,scenario[optimistic].equity.gross,V - confirmed,,184000.00
04_active_nts_postponements,conservative,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,184000.00
04_active_nts_postponements,conservative,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=70980.00,473480.00
04_active_nts_postponements,default,underwriting,mortgage[1].balance,published bid replaces first balance,bid=210000,210000
04_active_nts_postponements,default,underwriting,liabilities.confirmed,sum of confirmed bucket,,218500.00
04_active_nts_postponements,default,underwriting,liabilities.potential,sum of potential bucket,,0.00
04_active_nts_postponements,default,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
04_active_nts_postponements,default,underwriting,value.candidate[comp].weight,base_weight x adjustment,base=1 adj=1.000000,1.000000
04_active_nts_postponements,default,underwriting,value.v_expected,sum(v*w)/sum(w),,350000.00
04_active_nts_postponements,default,underwriting,value.dispersion,"single->0.15 else clamp(wstdev/V,0.04,0.30)",,0.15
04_active_nts_postponements,default,underwriting,value.v_low,V*(1-disp),,297500.00
04_active_nts_postponements,default,underwriting,value.v_high,V*(1+disp),,402500.00
04_active_nts_postponements,default,underwriting,repairs.base,sqft x psf[condition] x regional_index,sqft=1400 condition=heavy,109200.00
04_active_nts_postponements,default,underwriting,holding.months_base,acquisition_months + repair_months + market_days/30,condition=heavy,10.0000
04_active_nts_postponements,default,underwriting,scenario[conservative].holding,monthly x months,monthly=690.73 months=15.0000,10360.95
04_active_nts_postponements,default,underwriting,scenario[conservative].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,11037.50
04_active_nts_postponements,default,underwriting,scenario[conservative].resale,V x resale_pct,resale_pct=0.0725,21568.75
04_active_nts_postponements,default,underwriting,scenario[conservative].equity.gross,V - confirmed,,79000.00
04_active_nts_postponements,default,underwriting,scenario[conservative].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,79000.00
04_active_nts_postponements,default,underwriting,scenario[conservative].arv,V + repairs (recapture 1.0),repairs=152880.00,450380.00
04_active_nts_postponements,default,underwriting,scenario[expected].holding,monthly x months,monthly=727.92 months=10.0000,7279.20
04_active_nts_postponements,default,underwriting,scenario[expected].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,12350.00
04_active_nts_postponements,default,underwriting,scenario[expected].resale,V x resale_pct,resale_pct=0.0725,25375.00
04_active_nts_postponements,default,underwriting,scenario[expected].equity.gross,V - confirmed,,131500.00
04_active_nts_postponements,default,underwriting,scenario[expected].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,131500.00
04_active_nts_postponements,default,underwriting,scenario[expected].arv,V + repairs (recapture 1.0),repairs=109200.00,459200.00
04_active_nts_postponements,default,underwriting,scenario[optimistic].holding,monthly x months,monthly=765.10 months=7.5000,5738.25
04_active_nts_postponements,default,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,13662.50
04_active_nts_postponements,default,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,29181.25
04_active_nts_postponements,default,underwriting,scenario[optimistic].equity.gross,V - confirmed,,184000.00
04_active_nts_postponements,default,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,184000.00
04_active_nts_postponements,default,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=81900.00,484400.00
05_no_value_data,aggressive,underwriting,liabilities.confirmed,sum of confirmed bucket,,180000.00
05_no_value_data,aggressive,underwriting,liabilities.potential,sum of potential bucket,,0.00
05_no_value_data,aggressive,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
05_no_value_data,aggressive,underwriting,status,no value candidates -> insufficient_data,,insufficient_data
05_no_value_data,conservative,underwriting,liabilities.confirmed,sum of confirmed bucket,,180000.00
05_no_value_data,conservative,underwriting,liabilities.potential,sum of potential bucket,,0.00
05_no_value_data,conservative,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
05_no_value_data,conservative,underwriting,status,no value candidates -> insufficient_data,,insufficient_data
05_no_value_data,default,underwriting,liabilities.confirmed,sum of confirmed bucket,,180000.00
05_no_value_data,default,underwriting,liabilities.potential,sum of potential bucket,,0.00
05_no_value_data,default,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
05_no_value_data,default,underwriting,status,no value candidates -> insufficient_data,,insufficient_data
06_no_debt_data,aggressive,underwriting,liabilities.confirmed,sum of confirmed bucket,,0.00
06_no_debt_data,aggressive,underwriting,liabilities.potential,sum of potential bucket,,0.00
06_no_debt_data,aggressive,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
06_no_debt_data,aggressive,underwriting,value.candidate[comp].weight,base_weight x adjustment,base=1 adj=1.000000,1.000000
06_no_debt_data,aggressive,underwriting,value.v_expected,sum(v*w)/sum(w),,300000.00
06_no_debt_data,aggressive,underwriting,value.dispersion,"single->0.15 else clamp(wstdev/V,0.04,0.30)",,0.15
06_no_debt_data,aggressive,underwriting,value.v_low,V*(1-disp),,255000.00
06_no_debt_data,aggressive,underwriting,value.v_high,V*(1+disp),,345000.00
06_no_debt_data,aggressive,underwriting,repairs.base,sqft x psf[condition] x regional_index,sqft=1200 condition=cosmetic,21600.00
06_no_debt_data,aggressive,underwriting,holding.months_base,acquisition_months + repair_months + market_days/30,condition=cosmetic,6.0000
06_no_debt_data,aggressive,underwriting,scenario[conservative].holding,monthly x months,monthly=560.63 months=9.0000,5045.67
06_no_debt_data,aggressive,underwriting,scenario[conservative].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,9975.00
06_no_debt_data,aggressive,underwriting,scenario[conservative].resale,V x resale_pct,resale_pct=0.0725,18487.50
06_no_debt_data,aggressive,underwriting,scenario[conservative].equity.gross,V - confirmed,,255000.00
06_no_debt_data,aggressive,underwriting,scenario[conservative].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,255000.00
06_no_debt_data,aggressive,underwriting,scenario[conservative].arv,V + repairs (recapture 1.0),repairs=25920.00,280920.00
06_no_debt_data,aggressive,underwriting,scenario[expected].holding,monthly x months,monthly=592.50 months=6.0000,3555.00
06_no_debt_data,aggressive,underwriting,scenario[expected].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,11100.00
06_no_debt_data,aggressive,underwriting,scenario[expected].resale,V x resale_pct,resale_pct=0.0725,21750.00
06_no_debt_data,aggressive,underwriting,scenario[expected].equity.gross,V - confirmed,,300000.00
06_no_debt_data,aggressive,underwriting,scenario[expected].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,300000.00
06_no_debt_data,aggressive,underwriting,scenario[expected].arv,V + repairs (recapture 1.0),repairs=21600.00,321600.00
06_no_debt_data,aggressive,underwriting,scenario[optimistic].holding,monthly x months,monthly=624.38 months=4.5000,2809.71
06_no_debt_data,aggressive,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,12225.00
06_no_debt_data,aggressive,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,25012.50
06_no_debt_data,aggressive,underwriting,scenario[optimistic].equity.gross,V - confirmed,,345000.00
06_no_debt_data,aggressive,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,345000.00
06_no_debt_data,aggressive,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=18360.00,363360.00
06_no_debt_data,conservative,underwriting,liabilities.confirmed,sum of confirmed bucket,,0.00
06_no_debt_data,conservative,underwriting,liabilities.potential,sum of potential bucket,,0.00
06_no_debt_data,conservative,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
06_no_debt_data,conservative,underwriting,value.candidate[comp].weight,base_weight x adjustment,base=1 adj=1.000000,1.000000
06_no_debt_data,conservative,underwriting,value.v_expected,sum(v*w)/sum(w),,300000.00
06_no_debt_data,conservative,underwriting,value.dispersion,"single->0.15 else clamp(wstdev/V,0.04,0.30)",,0.15
06_no_debt_data,conservative,underwriting,value.v_low,V*(1-disp),,255000.00
06_no_debt_data,conservative,underwriting,value.v_high,V*(1+disp),,345000.00
06_no_debt_data,conservative,underwriting,repairs.base,sqft x psf[condition] x regional_index,sqft=1200 condition=cosmetic,21600.00
06_no_debt_data,conservative,underwriting,holding.months_base,acquisition_months + repair_months + market_days/30,condition=cosmetic,6.0000
06_no_debt_data,conservative,underwriting,scenario[conservative].holding,monthly x months,monthly=560.63 months=9.0000,5045.67
06_no_debt_data,conservative,underwriting,scenario[conservative].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,9975.00
06_no_debt_data,conservative,underwriting,scenario[conservative].resale,V x resale_pct,resale_pct=0.0725,18487.50
06_no_debt_data,conservative,underwriting,scenario[conservative].equity.gross,V - confirmed,,255000.00
06_no_debt_data,conservative,underwriting,scenario[conservative].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,255000.00
06_no_debt_data,conservative,underwriting,scenario[conservative].arv,V + repairs (recapture 1.0),repairs=34560.00,289560.00
06_no_debt_data,conservative,underwriting,scenario[expected].holding,monthly x months,monthly=592.50 months=6.0000,3555.00
06_no_debt_data,conservative,underwriting,scenario[expected].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,11100.00
06_no_debt_data,conservative,underwriting,scenario[expected].resale,V x resale_pct,resale_pct=0.0725,21750.00
06_no_debt_data,conservative,underwriting,scenario[expected].equity.gross,V - confirmed,,300000.00
06_no_debt_data,conservative,underwriting,scenario[expected].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,300000.00
06_no_debt_data,conservative,underwriting,scenario[expected].arv,V + repairs (recapture 1.0),repairs=21600.00,321600.00
06_no_debt_data,conservative,underwriting,scenario[optimistic].holding,monthly x months,monthly=624.38 months=4.5000,2809.71
06_no_debt_data,conservative,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,12225.00
06_no_debt_data,conservative,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,25012.50
06_no_debt_data,conservative,underwriting,scenario[optimistic].equity.gross,V - confirmed,,345000.00
06_no_debt_data,conservative,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,345000.00
06_no_debt_data,conservative,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=14040.00,359040.00
06_no_debt_data,default,underwriting,liabilities.confirmed,sum of confirmed bucket,,0.00
06_no_debt_data,default,underwriting,liabilities.potential,sum of potential bucket,,0.00
06_no_debt_data,default,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
06_no_debt_data,default,underwriting,value.candidate[comp].weight,base_weight x adjustment,base=1 adj=1.000000,1.000000
06_no_debt_data,default,underwriting,value.v_expected,sum(v*w)/sum(w),,300000.00
06_no_debt_data,default,underwriting,value.dispersion,"single->0.15 else clamp(wstdev/V,0.04,0.30)",,0.15
06_no_debt_data,default,underwriting,value.v_low,V*(1-disp),,255000.00
06_no_debt_data,default,underwriting,value.v_high,V*(1+disp),,345000.00
06_no_debt_data,default,underwriting,repairs.base,sqft x psf[condition] x regional_index,sqft=1200 condition=cosmetic,21600.00
06_no_debt_data,default,underwriting,holding.months_base,acquisition_months + repair_months + market_days/30,condition=cosmetic,6.0000
06_no_debt_data,default,underwriting,scenario[conservative].holding,monthly x months,monthly=560.63 months=9.0000,5045.67
06_no_debt_data,default,underwriting,scenario[conservative].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,9975.00
06_no_debt_data,default,underwriting,scenario[conservative].resale,V x resale_pct,resale_pct=0.0725,18487.50
06_no_debt_data,default,underwriting,scenario[conservative].equity.gross,V - confirmed,,255000.00
06_no_debt_data,default,underwriting,scenario[conservative].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,255000.00
06_no_debt_data,default,underwriting,scenario[conservative].arv,V + repairs (recapture 1.0),repairs=30240.00,285240.00
06_no_debt_data,default,underwriting,scenario[expected].holding,monthly x months,monthly=592.50 months=6.0000,3555.00
06_no_debt_data,default,underwriting,scenario[expected].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,11100.00
06_no_debt_data,default,underwriting,scenario[expected].resale,V x resale_pct,resale_pct=0.0725,21750.00
06_no_debt_data,default,underwriting,scenario[expected].equity.gross,V - confirmed,,300000.00
06_no_debt_data,default,underwriting,scenario[expected].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,300000.00
06_no_debt_data,default,underwriting,scenario[expected].arv,V + repairs (recapture 1.0),repairs=21600.00,321600.00
06_no_debt_data,default,underwriting,scenario[optimistic].holding,monthly x months,monthly=624.38 months=4.5000,2809.71
06_no_debt_data,default,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,12225.00
06_no_debt_data,default,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,25012.50
06_no_debt_data,default,underwriting,scenario[optimistic].equity.gross,V - confirmed,,345000.00
06_no_debt_data,default,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,345000.00
06_no_debt_data,default,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=16200.00,361200.00
07_negative_equity,aggressive,underwriting,liabilities.confirmed,sum of confirmed bucket,,260000.00
07_negative_equity,aggressive,underwriting,liabilities.potential,sum of potential bucket,,0.00
07_negative_equity,aggressive,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
07_negative_equity,aggressive,underwriting,value.candidate[comp].weight,base_weight x adjustment,base=1 adj=1.000000,1.000000
07_negative_equity,aggressive,underwriting,value.v_expected,sum(v*w)/sum(w),,200000.00
07_negative_equity,aggressive,underwriting,value.dispersion,"single->0.15 else clamp(wstdev/V,0.04,0.30)",,0.15
07_negative_equity,aggressive,underwriting,value.v_low,V*(1-disp),,170000.00
07_negative_equity,aggressive,underwriting,value.v_high,V*(1+disp),,230000.00
07_negative_equity,aggressive,underwriting,repairs.base,sqft x psf[condition] x regional_index,sqft=1100 condition=moderate,46200.00
07_negative_equity,aggressive,underwriting,holding.months_base,acquisition_months + repair_months + market_days/30,condition=moderate,8.0000
07_negative_equity,aggressive,underwriting,scenario[conservative].holding,monthly x months,monthly=517.08 months=12.0000,6204.96
07_negative_equity,aggressive,underwriting,scenario[conservative].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,7850.00
07_negative_equity,aggressive,underwriting,scenario[conservative].resale,V x resale_pct,resale_pct=0.0725,12325.00
07_negative_equity,aggressive,underwriting,scenario[conservative].equity.gross,V - confirmed,,-90000.00
07_negative_equity,aggressive,underwriting,scenario[conservative].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,-90000.00
07_negative_equity,aggressive,underwriting,scenario[conservative].arv,V + repairs (recapture 1.0),repairs=55440.00,225440.00
07_negative_equity,aggressive,underwriting,scenario[expected].holding,monthly x months,monthly=538.33 months=8.0000,4306.64
07_negative_equity,aggressive,underwriting,scenario[expected].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,8600.00
07_negative_equity,aggressive,underwriting,scenario[expected].resale,V x resale_pct,resale_pct=0.0725,14500.00
07_negative_equity,aggressive,underwriting,scenario[expected].equity.gross,V - confirmed,,-60000.00
07_negative_equity,aggressive,underwriting,scenario[expected].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,-60000.00
07_negative_equity,aggressive,underwriting,scenario[expected].arv,V + repairs (recapture 1.0),repairs=46200.00,246200.00
07_negative_equity,aggressive,underwriting,scenario[optimistic].holding,monthly x months,monthly=559.58 months=6.0000,3357.48
07_negative_equity,aggressive,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,9350.00
07_negative_equity,aggressive,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,16675.00
07_negative_equity,aggressive,underwriting,scenario[optimistic].equity.gross,V - confirmed,,-30000.00
07_negative_equity,aggressive,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,-30000.00
07_negative_equity,aggressive,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=39270.00,269270.00
07_negative_equity,conservative,underwriting,liabilities.confirmed,sum of confirmed bucket,,260000.00
07_negative_equity,conservative,underwriting,liabilities.potential,sum of potential bucket,,0.00
07_negative_equity,conservative,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
07_negative_equity,conservative,underwriting,value.candidate[comp].weight,base_weight x adjustment,base=1 adj=1.000000,1.000000
07_negative_equity,conservative,underwriting,value.v_expected,sum(v*w)/sum(w),,200000.00
07_negative_equity,conservative,underwriting,value.dispersion,"single->0.15 else clamp(wstdev/V,0.04,0.30)",,0.15
07_negative_equity,conservative,underwriting,value.v_low,V*(1-disp),,170000.00
07_negative_equity,conservative,underwriting,value.v_high,V*(1+disp),,230000.00
07_negative_equity,conservative,underwriting,repairs.base,sqft x psf[condition] x regional_index,sqft=1100 condition=moderate,46200.00
07_negative_equity,conservative,underwriting,holding.months_base,acquisition_months + repair_months + market_days/30,condition=moderate,8.0000
07_negative_equity,conservative,underwriting,scenario[conservative].holding,monthly x months,monthly=517.08 months=12.0000,6204.96
07_negative_equity,conservative,underwriting,scenario[conservative].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,7850.00
07_negative_equity,conservative,underwriting,scenario[conservative].resale,V x resale_pct,resale_pct=0.0725,12325.00
07_negative_equity,conservative,underwriting,scenario[conservative].equity.gross,V - confirmed,,-90000.00
07_negative_equity,conservative,underwriting,scenario[conservative].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,-90000.00
07_negative_equity,conservative,underwriting,scenario[conservative].arv,V + repairs (recapture 1.0),repairs=73920.00,243920.00
07_negative_equity,conservative,underwriting,scenario[expected].holding,monthly x months,monthly=538.33 months=8.0000,4306.64
07_negative_equity,conservative,underwriting,scenario[expected].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,8600.00
07_negative_equity,conservative,underwriting,scenario[expected].resale,V x resale_pct,resale_pct=0.0725,14500.00
07_negative_equity,conservative,underwriting,scenario[expected].equity.gross,V - confirmed,,-60000.00
07_negative_equity,conservative,underwriting,scenario[expected].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,-60000.00
07_negative_equity,conservative,underwriting,scenario[expected].arv,V + repairs (recapture 1.0),repairs=46200.00,246200.00
07_negative_equity,conservative,underwriting,scenario[optimistic].holding,monthly x months,monthly=559.58 months=6.0000,3357.48
07_negative_equity,conservative,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,9350.00
07_negative_equity,conservative,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,16675.00
07_negative_equity,conservative,underwriting,scenario[optimistic].equity.gross,V - confirmed,,-30000.00
07_negative_equity,conservative,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,-30000.00
07_negative_equity,conservative,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=30030.00,260030.00
07_negative_equity,default,underwriting,liabilities.confirmed,sum of confirmed bucket,,260000.00
07_negative_equity,default,underwriting,liabilities.potential,sum of potential bucket,,0.00
07_negative_equity,default,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
07_negative_equity,default,underwriting,value.candidate[comp].weight,base_weight x adjustment,base=1 adj=1.000000,1.000000
07_negative_equity,default,underwriting,value.v_expected,sum(v*w)/sum(w),,200000.00
07_negative_equity,default,underwriting,value.dispersion,"single->0.15 else clamp(wstdev/V,0.04,0.30)",,0.15
07_negative_equity,default,underwriting,value.v_low,V*(1-disp),,170000.00
07_negative_equity,default,underwriting,value.v_high,V*(1+disp),,230000.00
07_negative_equity,default,underwriting,repairs.base,sqft x psf[condition] x regional_index,sqft=1100 condition=moderate,46200.00
07_negative_equity,default,underwriting,holding.months_base,acquisition_months + repair_months + market_days/30,condition=moderate,8.0000
07_negative_equity,default,underwriting,scenario[conservative].holding,monthly x months,monthly=517.08 months=12.0000,6204.96
07_negative_equity,default,underwriting,scenario[conservative].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,7850.00
07_negative_equity,default,underwriting,scenario[conservative].resale,V x resale_pct,resale_pct=0.0725,12325.00
07_negative_equity,default,underwriting,scenario[conservative].equity.gross,V - confirmed,,-90000.00
07_negative_equity,default,underwriting,scenario[conservative].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,-90000.00
07_negative_equity,default,underwriting,scenario[conservative].arv,V + repairs (recapture 1.0),repairs=64680.00,234680.00
07_negative_equity,default,underwriting,scenario[expected].holding,monthly x months,monthly=538.33 months=8.0000,4306.64
07_negative_equity,default,underwriting,scenario[expected].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,8600.00
07_negative_equity,default,underwriting,scenario[expected].resale,V x resale_pct,resale_pct=0.0725,14500.00
07_negative_equity,default,underwriting,scenario[expected].equity.gross,V - confirmed,,-60000.00
07_negative_equity,default,underwriting,scenario[expected].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,-60000.00
